"country","continent","year","lifeExp","pop","gdpPercap"
"Czech Republic","Europe",1962,69.9,9620282,10136.86713
"Czech Republic","Europe",1967,70.38,9835109,11399.44489
"Denmark","Europe",1952,70.78,4334000,9692.385245
"Denmark","Europe",1957,71.81,4487831,11099.65935
"Denmark","Europe",1962,72.35,4646899,13583.31351
"Denmark","Europe",1967,72.96,4838800,15937.21123
"Djibouti","Africa",1952,34.812,63149,2669.529475
"Djibouti","Africa",1957,37.328,71851,2864.969076
"Djibouti","Africa",1962,39.693,89898,3020.989263
"Djibouti","Africa",1967,42.074,127617,3020.050513
"Dominican Republic","Americas",1952,45.928,2491346,1397.717137
"Dominican Republic","Americas",1957,49.828,2923186,1544.402995
"Dominican Republic","Americas",1962,53.459,3453434,1662.137359
"Dominican Republic","Americas",1967,56.751,4049146,1653.723003
"Ecuador","Americas",1952,48.357,3548753,3522.110717
"Ecuador","Americas",1957,51.356,4058385,3780.546651
"Ecuador","Americas",1962,54.64,4681707,4086.114078
"Ecuador","Americas",1967,56.678,5432424,4579.074215
"Egypt","Africa",1952,41.893,22223309,1418.822445
"Egypt","Africa",1957,44.444,25009741,1458.915272
"Egypt","Africa",1962,46.992,28173309,1693.335853
"Egypt","Africa",1967,49.293,31681188,1814.880728
"El Salvador","Americas",1952,45.262,2042865,3048.3029
"El Salvador","Americas",1957,48.57,2355805,3421.523218
"El Salvador","Americas",1962,52.307,2747687,3776.803627
"El Salvador","Americas",1967,55.855,3232927,4358.595393
"Equatorial Guinea","Africa",1952,34.482,216964,375.6431231
"Equatorial Guinea","Africa",1957,35.983,232922,426.0964081
"Equatorial Guinea","Africa",1962,37.485,249220,582.8419714
"Equatorial Guinea","Africa",1967,38.987,259864,915.5960025
"Eritrea","Africa",1952,35.928,1438760,328.9405571
"Eritrea","Africa",1957,38.047,1542611,344.1618859
"Eritrea","Africa",1962,40.158,1666618,380.9958433
"Eritrea","Africa",1967,42.189,1820319,468.7949699
"Ethiopia","Africa",1952,34.078,20860941,362.1462796
"Ethiopia","Africa",1957,36.667,22815614,378.9041632
"Ethiopia","Africa",1962,40.059,25145372,419.4564161
"Ethiopia","Africa",1967,42.115,27860297,516.1186438
"Finland","Europe",1952,66.55,4090500,6424.519071
"Finland","Europe",1957,67.49,4324000,7545.415386
"Finland","Europe",1962,68.75,4491443,9371.842561
"Finland","Europe",1967,69.83,4605744,10921.63626
"France","Europe",1952,67.41,42459667,7029.809327
"France","Europe",1957,68.93,44310863,8662.834898
"France","Europe",1962,70.51,47124000,10560.48553
"France","Europe",1967,71.55,49569000,12999.91766
"Gabon","Africa",1952,37.003,420702,4293.476475
"Gabon","Africa",1957,38.999,434904,4976.198099
"Gabon","Africa",1962,40.489,455661,6631.459222
"Gabon","Africa",1967,44.598,489004,8358.761987
"Gambia","Africa",1952,30,284320,485.2306591
"Gambia","Africa",1957,32.065,323150,520.9267111
"Gambia","Africa",1962,33.896,374020,599.650276
"Gambia","Africa",1967,35.857,439593,734.7829124
"Germany","Europe",1952,67.5,69145952,7144.114393
"Germany","Europe",1957,69.1,71019069,10187.82665
"Germany","Europe",1962,70.3,73739117,12902.46291
"Germany","Europe",1967,70.8,76368453,14745.62561
"Ghana","Africa",1952,43.149,5581001,911.2989371
"Ghana","Africa",1957,44.779,6391288,1043.561537
"Ghana","Africa",1962,46.452,7355248,1190.041118
"Ghana","Africa",1967,48.072,8490213,1125.69716
"Greece","Europe",1952,65.86,7733250,3530.690067
"Greece","Europe",1957,67.86,8096218,4916.299889
"Greece","Europe",1962,69.51,8448233,6017.190733
"Greece","Europe",1967,71,8716441,8513.097016
"Guatemala","Americas",1952,42.023,3146381,2428.237769
"Guatemala","Americas",1957,44.142,3640876,2617.155967
"Guatemala","Americas",1962,46.954,4208858,2750.364446
"Guatemala","Americas",1967,50.016,4690773,3242.531147
"Guinea","Africa",1952,33.609,2664249,510.1964923
"Guinea","Africa",1957,34.558,2876726,576.2670245
"Guinea","Africa",1962,35.753,3140003,686.3736739
"Guinea","Africa",1967,37.197,3451418,708.7595409
"Guinea-Bissau","Africa",1952,32.5,580653,299.850319
"Guinea-Bissau","Africa",1957,33.489,601095,431.7904566
"Guinea-Bissau","Africa",1962,34.488,627820,522.0343725
"Guinea-Bissau","Africa",1967,35.492,601287,715.5806402
"Haiti","Americas",1952,37.579,3201488,1840.366939
"Haiti","Americas",1957,40.696,3507701,1726.887882
"Haiti","Americas",1962,43.59,3880130,1796.589032
"Haiti","Americas",1967,46.243,4318137,1452.057666
"Honduras","Americas",1952,41.912,1517453,2194.926204
"Honduras","Americas",1957,44.665,1770390,2220.487682
"Honduras","Americas",1962,48.041,2090162,2291.156835
"Honduras","Americas",1967,50.924,2500689,2538.269358
"Hong Kong, China","Asia",1952,60.96,2125900,3054.421209
"Hong Kong, China","Asia",1957,64.75,2736300,3629.076457
"Hong Kong, China","Asia",1962,67.65,3305200,4692.648272
"Hong Kong, China","Asia",1967,70,3722800,6197.962814
"Hungary","Europe",1952,64.03,9504000,5263.673816
"Hungary","Europe",1957,66.41,9839000,6040.180011
"Hungary","Europe",1962,67.96,10063000,7550.359877
"Hungary","Europe",1967,69.5,10223422,9326.64467
"Iceland","Europe",1952,72.49,147962,7267.688428
"Iceland","Europe",1957,73.47,165110,9244.001412
"Iceland","Europe",1962,73.68,182053,10350.15906
"Iceland","Europe",1967,73.73,198676,13319.89568
"India","Asia",1952,37.373,3.72e+08,546.5657493
"India","Asia",1957,40.249,4.09e+08,590.061996
"India","Asia",1962,43.605,4.54e+08,658.3471509
"India","Asia",1967,47.193,5.06e+08,700.7706107
"Indonesia","Asia",1952,37.468,82052000,749.6816546
"Indonesia","Asia",1957,39.918,90124000,858.9002707
"Indonesia","Asia",1962,42.518,99028000,849.2897701
"Indonesia","Asia",1967,45.964,109343000,762.4317721
"Iran","Asia",1952,44.869,17272000,3035.326002
"Iran","Asia",1957,47.181,19792000,3290.257643
"Iran","Asia",1962,49.325,22874000,4187.329802
"Iran","Asia",1967,52.469,26538000,5906.731805
"Iraq","Asia",1952,45.32,5441766,4129.766056
"Iraq","Asia",1957,48.437,6248643,6229.333562
"Iraq","Asia",1962,51.457,7240260,8341.737815
"Iraq","Asia",1967,54.459,8519282,8931.459811
"Ireland","Europe",1952,66.91,2952156,5210.280328
"Ireland","Europe",1957,68.9,2878220,5599.077872
"Ireland","Europe",1962,70.29,2830000,6631.597314
"Ireland","Europe",1967,71.08,2900100,7655.568963
"Israel","Asia",1952,65.39,1620914,4086.522128
"Israel","Asia",1957,67.84,1944401,5385.278451
"Israel","Asia",1962,69.39,2310904,7105.630706
"Israel","Asia",1967,70.75,2693585,8393.741404
"Italy","Europe",1952,65.94,47666000,4931.404155
"Italy","Europe",1957,67.81,49182000,6248.656232
"Italy","Europe",1962,69.24,50843200,8243.58234
"Italy","Europe",1967,71.06,52667100,10022.40131
"Jamaica","Americas",1952,58.53,1426095,2898.530881
"Jamaica","Americas",1957,62.61,1535090,4756.525781
"Jamaica","Americas",1962,65.61,1665128,5246.107524
"Jamaica","Americas",1967,67.51,1861096,6124.703451
"Japan","Asia",1952,63.03,86459025,3216.956347
"Japan","Asia",1957,65.5,91563009,4317.694365
"Japan","Asia",1962,68.73,95831757,6576.649461
"Japan","Asia",1967,71.43,100825279,9847.788607
"Jordan","Asia",1952,43.158,607914,1546.907807
"Jordan","Asia",1957,45.669,746559,1886.080591
"Jordan","Asia",1962,48.126,933559,2348.009158
"Jordan","Asia",1967,51.629,1255058,2741.796252
"Kenya","Africa",1952,42.27,6464046,853.540919
"Kenya","Africa",1957,44.686,7454779,944.4383152
"Kenya","Africa",1962,47.949,8678557,896.9663732
"Kenya","Africa",1967,50.654,10191512,1056.736457
"Korea, Dem. Rep.","Asia",1952,50.056,8865488,1088.277758
"Korea, Dem. Rep.","Asia",1957,54.081,9411381,1571.134655
"Korea, Dem. Rep.","Asia",1962,56.656,10917494,1621.693598
"Korea, Dem. Rep.","Asia",1967,59.942,12617009,2143.540609
"Korea, Rep.","Asia",1952,47.453,20947571,1030.592226
"Korea, Rep.","Asia",1957,52.681,22611552,1487.593537
"Korea, Rep.","Asia",1962,55.292,26420307,1536.344387
"Korea, Rep.","Asia",1967,57.716,30131000,2029.228142
"Kuwait","Asia",1952,55.565,160000,108382.3529
"Kuwait","Asia",1957,58.033,212846,113523.1329
"Kuwait","Asia",1962,60.47,358266,95458.11176
"Kuwait","Asia",1967,64.624,575003,80894.88326
"Lebanon","Asia",1952,55.928,1439529,4834.804067
"Lebanon","Asia",1957,59.489,1647412,6089.786934
"Lebanon","Asia",1962,62.094,1886848,5714.560611
"Lebanon","Asia",1967,63.87,2186894,6006.983042
"Lesotho","Africa",1952,42.138,748747,298.8462121
"Lesotho","Africa",1957,45.047,813338,335.9971151
"Lesotho","Africa",1962,47.747,893143,411.8006266
"Lesotho","Africa",1967,48.492,996380,498.6390265
"Liberia","Africa",1952,38.48,863308,575.5729961
"Liberia","Africa",1957,39.486,975950,620.9699901
"Liberia","Africa",1962,40.502,1112796,634.1951625
"Liberia","Africa",1967,41.536,1279406,713.6036483
"Libya","Africa",1952,42.723,1019729,2387.54806
"Libya","Africa",1957,45.289,1201578,3448.284395
"Libya","Africa",1962,47.808,1441863,6757.030816
"Libya","Africa",1967,50.227,1759224,18772.75169
"Madagascar","Africa",1952,36.681,4762912,1443.011715
"Madagascar","Africa",1957,38.865,5181679,1589.20275
"Madagascar","Africa",1962,40.848,5703324,1643.38711
"Madagascar","Africa",1967,42.881,6334556,1634.047282
"Malawi","Africa",1952,36.256,2917802,369.1650802
"Malawi","Africa",1957,37.207,3221238,416.3698064
"Malawi","Africa",1962,38.41,3628608,427.9010856
"Malawi","Africa",1967,39.487,4147252,495.5147806
"Malaysia","Asia",1952,48.463,6748378,1831.132894
"Malaysia","Asia",1957,52.102,7739235,1810.066992
"Malaysia","Asia",1962,55.737,8906385,2036.884944
"Malaysia","Asia",1967,59.371,10154878,2277.742396
"Mali","Africa",1952,33.685,3838168,452.3369807
"Mali","Africa",1957,35.307,4241884,490.3821867
"Mali","Africa",1962,36.936,4690372,496.1743428
"Mali","Africa",1967,38.487,5212416,545.0098873
"Mauritania","Africa",1952,40.543,1022556,743.1159097
"Mauritania","Africa",1957,42.338,1076852,846.1202613
"Mauritania","Africa",1962,44.248,1146757,1055.896036
"Mauritania","Africa",1967,46.289,1230542,1421.145193
"Mauritius","Africa",1952,50.986,516556,1967.955707
"Mauritius","Africa",1957,58.089,609816,2034.037981
"Mauritius","Africa",1962,60.246,701016,2529.067487
"Mauritius","Africa",1967,61.557,789309,2475.387562
"Mexico","Americas",1952,50.789,30144317,3478.125529
"Mexico","Americas",1957,55.19,35015548,4131.546641
"Mexico","Americas",1962,58.299,41121485,4581.609385
"Mexico","Americas",1967,60.11,47995559,5754.733883
"Mongolia","Asia",1952,42.244,800663,786.5668575
"Mongolia","Asia",1957,45.248,882134,912.6626085
"Mongolia","Asia",1962,48.251,1010280,1056.353958
"Mongolia","Asia",1967,51.253,1149500,1226.04113
"Montenegro","Europe",1952,59.164,413834,2647.585601
"Montenegro","Europe",1957,61.448,442829,3682.259903
"Montenegro","Europe",1962,63.728,474528,4649.593785
"Montenegro","Europe",1967,67.178,501035,5907.850937
"Morocco","Africa",1952,42.873,9939217,1688.20357
"Morocco","Africa",1957,45.423,11406350,1642.002314
"Morocco","Africa",1962,47.924,13056604,1566.353493
"Morocco","Africa",1967,50.335,14770296,1711.04477
"Mozambique","Africa",1952,31.286,6446316,468.5260381
"Mozambique","Africa",1957,33.779,7038035,495.5868333
"Mozambique","Africa",1962,36.161,7788944,556.6863539
"Mozambique","Africa",1967,38.113,8680909,566.6691539
"Myanmar","Asia",1952,36.319,20092996,331
"Myanmar","Asia",1957,41.905,21731844,350
"Myanmar","Asia",1962,45.108,23634436,388
"Myanmar","Asia",1967,49.379,25870271,349
"Namibia","Africa",1952,41.725,485831,2423.780443
"Namibia","Africa",1957,45.226,548080,2621.448058
"Namibia","Africa",1962,48.386,621392,3173.215595
"Namibia","Africa",1967,51.159,706640,3793.694753
"Nepal","Asia",1952,36.157,9182536,545.8657229
"Nepal","Asia",1957,37.686,9682338,597.9363558
"Nepal","Asia",1962,39.393,10332057,652.3968593
"Nepal","Asia",1967,41.472,11261690,676.4422254
"Netherlands","Europe",1952,72.13,10381988,8941.571858
"Netherlands","Europe",1957,72.99,11026383,11276.19344
"Netherlands","Europe",1962,73.23,11805689,12790.84956
"Netherlands","Europe",1967,73.82,12596822,15363.25136
"New Zealand","Oceania",1952,69.39,1994794,10556.57566
"New Zealand","Oceania",1957,70.26,2229407,12247.39532
"New Zealand","Oceania",1962,71.24,2488550,13175.678
"New Zealand","Oceania",1967,71.52,2728150,14463.91893
"Nicaragua","Americas",1952,42.314,1165790,3112.363948
"Nicaragua","Americas",1957,45.432,1358828,3457.415947
"Nicaragua","Americas",1962,48.632,1590597,3634.364406
"Nicaragua","Americas",1967,51.884,1865490,4643.393534
"Niger","Africa",1952,37.444,3379468,761.879376
"Niger","Africa",1957,38.598,3692184,835.5234025
"Niger","Africa",1962,39.487,4076008,997.7661127
"Niger","Africa",1967,40.118,4534062,1054.384891
"Nigeria","Africa",1952,36.324,33119096,1077.281856
"Nigeria","Africa",1957,37.802,37173340,1100.592563
"Nigeria","Africa",1962,39.36,41871351,1150.927478
"Nigeria","Africa",1967,41.04,47287752,1014.514104
"Norway","Europe",1952,72.67,3327728,10095.42172
"Norway","Europe",1957,73.44,3491938,11653.97304
"Norway","Europe",1962,73.47,3638919,13450.40151
"Norway","Europe",1967,74.08,3786019,16361.87647
"Oman","Asia",1952,37.578,507833,1828.230307
"Oman","Asia",1957,40.08,561977,2242.746551
"Oman","Asia",1962,43.165,628164,2924.638113
"Oman","Asia",1967,46.988,714775,4720.942687
"Pakistan","Asia",1952,43.436,41346560,684.5971438
"Pakistan","Asia",1957,45.557,46679944,747.0835292
"Pakistan","Asia",1962,47.67,53100671,803.3427418
"Pakistan","Asia",1967,49.8,60641899,942.4082588
"Panama","Americas",1952,55.191,940080,2480.380334
"Panama","Americas",1957,59.201,1063506,2961.800905
"Panama","Americas",1962,61.817,1215725,3536.540301
"Panama","Americas",1967,64.071,1405486,4421.009084
"Paraguay","Americas",1952,62.649,1555876,1952.308701
"Paraguay","Americas",1957,63.196,1770902,2046.154706
"Paraguay","Americas",1962,64.361,2009813,2148.027146
"Paraguay","Americas",1967,64.951,2287985,2299.376311
"Peru","Americas",1952,43.902,8025700,3758.523437
"Peru","Americas",1957,46.263,9146100,4245.256698
"Peru","Americas",1962,49.096,10516500,4957.037982
"Peru","Americas",1967,51.445,12132200,5788.09333
"Philippines","Asia",1952,47.752,22438691,1272.880995
"Philippines","Asia",1957,51.334,26072194,1547.944844
"Philippines","Asia",1962,54.757,30325264,1649.552153
"Philippines","Asia",1967,56.393,35356600,1814.12743
"Poland","Europe",1952,61.31,25730551,4029.329699
"Poland","Europe",1957,65.77,28235346,4734.253019
"Poland","Europe",1962,67.64,30329617,5338.752143
"Poland","Europe",1967,69.61,31785378,6557.152776
"Portugal","Europe",1952,59.82,8526050,3068.319867
"Portugal","Europe",1957,61.51,8817650,3774.571743
"Portugal","Europe",1962,64.39,9019800,4727.954889
"Portugal","Europe",1967,66.6,9103000,6361.517993
"Puerto Rico","Americas",1952,64.28,2227000,3081.959785
"Puerto Rico","Americas",1957,68.54,2260000,3907.156189
"Puerto Rico","Americas",1962,69.62,2448046,5108.34463
"Puerto Rico","Americas",1967,71.1,2648961,6929.277714
"Reunion","Africa",1952,52.724,257700,2718.885295
"Reunion","Africa",1957,55.09,308700,2769.451844
"Reunion","Africa",1962,57.666,358900,3173.72334
"Reunion","Africa",1967,60.542,414024,4021.175739
"Romania","Europe",1952,61.05,16630000,3144.613186
"Romania","Europe",1957,64.1,17829327,3943.370225
"Romania","Europe",1962,66.8,18680721,4734.997586
"Romania","Europe",1967,66.8,19284814,6470.866545
"Rwanda","Africa",1952,40,2534927,493.3238752
"Rwanda","Africa",1957,41.5,2822082,540.2893983
"Rwanda","Africa",1962,43,3051242,597.4730727
"Rwanda","Africa",1967,44.1,3451079,510.9637142
"Sao Tome and Principe","Africa",1952,46.471,60011,879.5835855
"Sao Tome and Principe","Africa",1957,48.945,61325,860.7369026
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.551119
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.840593
"Saudi Arabia","Asia",1952,39.875,4005677,6459.554823
"Saudi Arabia","Asia",1957,42.868,4419650,8157.591248
"Saudi Arabia","Asia",1962,45.914,4943029,11626.41975
"Saudi Arabia","Asia",1967,49.901,5618198,16903.04886
"Senegal","Africa",1952,37.278,2755589,1450.356983
"Senegal","Africa",1957,39.329,3054547,1567.653006
"Senegal","Africa",1962,41.454,3430243,1654.988723
"Senegal","Africa",1967,43.563,3965841,1612.404632
"Serbia","Europe",1952,57.996,6860147,3581.459448
"Serbia","Europe",1957,61.685,7271135,4981.090891
"Serbia","Europe",1962,64.531,7616060,6289.629157
"Serbia","Europe",1967,66.914,7971222,7991.707066
"Sierra Leone","Africa",1952,30.331,2143249,879.7877358
"Sierra Leone","Africa",1957,31.57,2295678,1004.484437
"Sierra Leone","Africa",1962,32.767,2467895,1116.639877
"Sierra Leone","Africa",1967,34.113,2662190,1206.043465
"Singapore","Asia",1952,60.396,1127000,2315.138227
"Singapore","Asia",1957,63.179,1445929,2843.104409
"Singapore","Asia",1962,65.798,1750200,3674.735572
"Singapore","Asia",1967,67.946,1977600,4977.41854
"Slovak Republic","Europe",1952,64.36,3558137,5074.659104
"Slovak Republic","Europe",1957,67.45,3844277,6093.26298
"Slovak Republic","Europe",1962,70.33,4237384,7481.107598
"Slovak Republic","Europe",1967,70.98,4442238,8412.902397
"Slovenia","Europe",1952,65.57,1489518,4215.041741
"Slovenia","Europe",1957,67.85,1533070,5862.276629
"Slovenia","Europe",1962,69.15,1582962,7402.303395
"Slovenia","Europe",1967,69.18,1646912,9405.489397
"Somalia","Africa",1952,32.978,2526994,1135.749842
"Somalia","Africa",1957,34.977,2780415,1258.147413
"Somalia","Africa",1962,36.981,3080153,1369.488336
"Somalia","Africa",1967,38.977,3428839,1284.73318
"South Africa","Africa",1952,45.009,14264935,4725.295531
"South Africa","Africa",1957,47.985,16151549,5487.104219
"South Africa","Africa",1962,49.951,18356657,5768.729717
"South Africa","Africa",1967,51.927,20997321,7114.477971
"Spain","Europe",1952,64.94,28549870,3834.034742
"Spain","Europe",1957,66.66,29841614,4564.80241
"Spain","Europe",1962,69.69,31158061,5693.843879
"Spain","Europe",1967,71.44,32850275,7993.512294
"Sri Lanka","Asia",1952,57.593,7982342,1083.53203
"Sri Lanka","Asia",1957,61.456,9128546,1072.546602
"Sri Lanka","Asia",1962,62.192,10421936,1074.47196
"Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"Sudan","Africa",1952,38.635,8504667,1615.991129
"Sudan","Africa",1957,39.624,9753392,1770.337074
"Sudan","Africa",1962,40.87,11183227,1959.593767
"Sudan","Africa",1967,42.858,12716129,1687.997641
"Swaziland","Africa",1952,41.407,290243,1148.376626
"Swaziland","Africa",1957,43.424,326741,1244.708364
"Swaziland","Africa",1962,44.992,370006,1856.182125
"Swaziland","Africa",1967,46.633,420690,2613.101665
"Sweden","Europe",1952,71.86,7124673,8527.844662
"Sweden","Europe",1957,72.49,7363802,9911.878226
"Sweden","Europe",1962,73.37,7561588,12329.44192
"Sweden","Europe",1967,74.16,7867931,15258.29697
"Switzerland","Europe",1952,69.62,4815000,14734.23275
"Switzerland","Europe",1957,70.56,5126000,17909.48973
"Switzerland","Europe",1962,71.32,5666000,20431.0927
"Switzerland","Europe",1967,72.77,6063000,22966.14432
"Syria","Asia",1952,45.883,3661549,1643.485354
"Syria","Asia",1957,48.284,4149908,2117.234893
"Syria","Asia",1962,50.305,4834621,2193.037133
"Syria","Asia",1967,53.655,5680812,1881.923632
"Taiwan","Asia",1952,58.5,8550362,1206.947913
"Taiwan","Asia",1957,62.4,10164215,1507.86129
"Taiwan","Asia",1962,65.2,11918938,1822.879028
"Taiwan","Asia",1967,67.5,13648692,2643.858681
"Tanzania","Africa",1952,41.215,8322925,716.6500721
"Tanzania","Africa",1957,42.974,9452826,698.5356073
