"country","continent","year","lifeExp","pop","gdpPercap"
"Swaziland","Africa",2002,43.869,1130269,4128.116943
"Thailand","Asia",2002,68.564,62806748,5913.187529
"Malawi","Africa",2007,48.303,13327079,759.3499101
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"Jordan","Asia",1992,68.015,3867409,3431.593647
"Ghana","Africa",1967,48.072,8490213,1125.69716
"Pakistan","Asia",1992,60.838,120065004,1971.829464
"Vietnam","Asia",2002,73.017,80908147,1764.456677
"Vietnam","Asia",1992,67.662,69940728,989.0231487
"India","Asia",1977,54.208,6.34e+08,813.337323
"Ecuador","Americas",2002,74.173,12921234,5773.044512
"Dominican Republic","Americas",1997,69.957,7992357,3614.101285
"New Zealand","Oceania",1967,71.52,2728150,14463.91893
"Haiti","Americas",1987,53.636,5756203,1823.015995
"Afghanistan","Asia",1987,40.822,13867957,852.3959448
"Canada","Americas",1957,69.96,17010154,12489.95006
"South Africa","Africa",1977,55.527,27129932,8028.651439
"Bulgaria","Europe",1977,70.81,8797022,7612.240438
"Panama","Americas",1997,73.738,2734531,7113.692252
"Togo","Africa",1987,56.941,3154264,1202.201361
"Liberia","Africa",1992,40.802,1912974,636.6229191
"Slovak Republic","Europe",1977,70.45,4827803,10922.66404
"Somalia","Africa",1997,43.795,6633514,930.5964284
"Czech Republic","Europe",2002,75.51,10256295,17596.21022
"Iceland","Europe",1957,73.47,165110,9244.001412
"China","Asia",1977,63.96736,943455000,741.2374699
"Chile","Americas",1997,75.816,14599929,10118.05318
"Bolivia","Americas",1967,45.032,4040665,2586.886053
"Mexico","Americas",1962,58.299,41121485,4581.609385
"Brazil","Americas",1997,69.388,168546719,7957.980824
"Senegal","Africa",1972,45.815,4588696,1597.712056
"Netherlands","Europe",1972,73.75,13329874,18794.74567
"Guatemala","Americas",1962,46.954,4208858,2750.364446
"Yemen, Rep.","Asia",1962,35.18,6120081,825.6232006
"Cambodia","Asia",1997,56.534,11782962,734.28517
"Central African Republic","Africa",1992,49.396,3265124,747.9055252
"Poland","Europe",1967,69.61,31785378,6557.152776
"Burkina Faso","Africa",1997,50.324,10352843,946.2949618
"Thailand","Asia",1972,60.405,39276153,1524.358936
"Kuwait","Asia",1987,74.174,1891487,28118.42998
"Australia","Oceania",1952,69.12,8691212,10039.59564
"Angola","Africa",1977,39.483,6162675,3008.647355
"Nigeria","Africa",1992,47.472,93364244,1619.848217
"India","Asia",1997,61.765,9.59e+08,1458.817442
"Malaysia","Asia",1992,70.693,18319502,7277.912802
"Eritrea","Africa",1982,43.89,2637297,524.8758493
"Botswana","Africa",1952,47.622,442308,851.2411407
"Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823
"Ethiopia","Africa",1972,43.515,30770372,566.2439442
"Mongolia","Asia",1957,45.248,882134,912.6626085
"Bosnia and Herzegovina","Europe",1967,64.79,3585000,2172.352423
"Saudi Arabia","Asia",2007,72.777,27601038,21654.83194
"Austria","Europe",1952,66.8,6927772,6137.076492
"Zimbabwe","Africa",1952,48.451,3080907,406.8841148
"Togo","Africa",1972,49.759,2056351,1649.660188
"Honduras","Americas",2002,68.565,6677328,3099.72866
"Cameroon","Africa",1967,44.799,6335506,1508.453148
"Slovenia","Europe",1952,65.57,1489518,4215.041741
"Hong Kong, China","Asia",2002,81.495,6762476,30209.01516
"Uganda","Africa",1962,45.344,7688797,767.2717398
"Belgium","Europe",1977,72.8,9821800,19117.97448
"Ecuador","Americas",1952,48.357,3548753,3522.110717
"Chad","Africa",1957,39.881,2894855,1308.495577
"West Bank and Gaza","Asia",1957,45.671,1070439,1827.067742
"Jordan","Asia",2007,72.535,6053193,4519.461171
"Taiwan","Asia",1992,74.26,20686918,15215.6579
"United Kingdom","Europe",1992,76.42,57866349,22705.09254
"Greece","Europe",2007,79.483,10706290,27538.41188
"Kuwait","Asia",1992,75.19,1418095,34932.91959
"Rwanda","Africa",1987,44.02,6349365,847.991217
"Philippines","Asia",1982,62.082,53456774,2603.273765
"Iran","Asia",2007,70.964,69453570,11605.71449
"Lebanon","Asia",1982,66.983,3086876,7640.519521
"Uganda","Africa",1957,42.571,6675501,774.3710692
"Botswana","Africa",1957,49.618,474639,918.2325349
"Zimbabwe","Africa",1977,57.674,6642107,685.5876821
"Uruguay","Americas",1962,68.253,2598466,5603.357717
"Nepal","Asia",1982,49.594,15796314,718.3730947
"Senegal","Africa",1962,41.454,3430243,1654.988723
"Albania","Europe",2002,75.651,3508512,4604.211737
"Gambia","Africa",1962,33.896,374020,599.650276
"Australia","Oceania",1997,78.83,18565243,26997.93657
"United States","Americas",1992,76.09,256894189,32003.93224
"Israel","Asia",1957,67.84,1944401,5385.278451
"Kenya","Africa",1977,56.155,14500404,1267.613204
"Mali","Africa",1967,38.487,5212416,545.0098873
"United States","Americas",1962,70.21,186538000,16173.14586
"Sierra Leone","Africa",2002,41.012,5359092,699.489713
"Gambia","Africa",1987,49.265,848406,611.6588611
"Rwanda","Africa",2002,43.413,7852401,785.6537648
"Taiwan","Asia",1982,72.16,18501390,7426.354774
"Nepal","Asia",1952,36.157,9182536,545.8657229
"Greece","Europe",1952,65.86,7733250,3530.690067
"Eritrea","Africa",1957,38.047,1542611,344.1618859
"Equatorial Guinea","Africa",2007,51.579,551201,12154.08975
"Argentina","Americas",2002,74.34,38331121,8797.640716
"France","Europe",1972,72.38,51732000,16107.19171
"Congo, Dem. Rep.","Africa",2007,46.462,64606759,277.5518587
"Djibouti","Africa",1952,34.812,63149,2669.529475
"Malaysia","Asia",1982,68,14441916,4920.355951
"Malawi","Africa",1992,49.42,10014249,563.2000145
"Colombia","Americas",1987,67.768,30964245,4903.2191
"Gambia","Africa",1957,32.065,323150,520.9267111
"Switzerland","Europe",1957,70.56,5126000,17909.48973
"Panama","Americas",2007,75.537,3242173,9809.185636
"Uruguay","Americas",1987,71.918,3045153,7452.398969
"Lebanon","Asia",1952,55.928,1439529,4834.804067
"China","Asia",1987,67.274,1084035000,1378.904018
"Central African Republic","Africa",1957,37.464,1392284,1190.844328
"Mauritius","Africa",1977,64.93,913025,3710.982963
"Sao Tome and Principe","Africa",1952,46.471,60011,879.5835855
"Israel","Asia",1967,70.75,2693585,8393.741404
"Zambia","Africa",1997,40.238,9417789,1071.353818
"Benin","Africa",1987,52.337,4243788,1225.85601
"Tunisia","Africa",2007,73.923,10276158,7092.923025
"Algeria","Africa",2007,72.301,33333216,6223.367465
"Gabon","Africa",1992,61.366,985739,13522.15752
"Dominican Republic","Americas",1992,68.457,7351181,3044.214214
"Denmark","Europe",1992,75.33,5171393,26406.73985
"Iraq","Asia",2007,59.545,27499638,4471.061906
"Algeria","Africa",1957,45.685,10270856,3013.976023
"Costa Rica","Americas",2007,78.782,4133884,9645.06142
"Zambia","Africa",1957,44.077,3016000,1311.956766
"Kuwait","Asia",1997,76.156,1765345,40300.61996
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419
"China","Asia",1982,65.525,1000281000,962.4213805
"Haiti","Americas",1977,49.923,4908554,1874.298931
"Sweden","Europe",1992,78.16,8718867,23880.01683
"Oman","Asia",1962,43.165,628164,2924.638113
"Hungary","Europe",1997,71.04,10244684,11712.7768
"Burundi","Africa",1982,47.471,4580410,559.603231
"Reunion","Africa",1977,67.064,492095,4319.804067
"South Africa","Africa",1982,58.161,31140029,8568.266228
"Reunion","Africa",1972,64.274,461633,5047.658563
"Ethiopia","Africa",1987,46.684,42999530,573.7413142
"Philippines","Asia",1997,68.564,75012988,2536.534925
"Afghanistan","Asia",1972,36.088,13079460,739.9811058
"Bosnia and Herzegovina","Europe",1962,61.93,3349000,1709.683679
"Puerto Rico","Americas",1977,73.44,3080828,9770.524921
"Congo, Rep.","Africa",1982,56.695,1774735,4879.507522
"Kuwait","Asia",1952,55.565,160000,108382.3529
"Finland","Europe",1972,70.87,4639657,14358.8759
"Croatia","Europe",2002,74.876,4481020,11628.38895
"Equatorial Guinea","Africa",1952,34.482,216964,375.6431231
"Guatemala","Americas",2002,68.978,11178650,4858.347495
"Israel","Asia",2007,80.745,6426679,25523.2771
"Canada","Americas",2002,79.77,31902268,33328.96507
"Finland","Europe",1992,75.7,5041039,20647.16499
"Bolivia","Americas",2002,63.883,8445134,3413.26269
"Albania","Europe",1962,64.82,1728137,2312.888958
"Serbia","Europe",1992,71.659,9826397,9325.068238
"Dominican Republic","Americas",1967,56.751,4049146,1653.723003
"Philippines","Asia",1992,66.458,67185766,2279.324017
"Central African Republic","Africa",2007,44.741,4369038,706.016537
"Swaziland","Africa",1952,41.407,290243,1148.376626
"Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924
"Thailand","Asia",1982,64.597,48827160,2393.219781
"Czech Republic","Europe",1997,74.01,10300707,16048.51424
"Austria","Europe",1957,67.48,6965860,8842.59803
"Mozambique","Africa",1952,31.286,6446316,468.5260381
"Australia","Oceania",1962,70.93,10794968,12217.22686
"Singapore","Asia",1997,77.158,3802309,33519.4766
"Mali","Africa",2002,51.818,10580176,951.4097518
"Gambia","Africa",2002,58.041,1457766,660.5855997
"Indonesia","Asia",1952,37.468,82052000,749.6816546
"Switzerland","Europe",2002,80.62,7361757,34480.95771
"Philippines","Asia",1977,60.06,46850962,2373.204287
"Cambodia","Asia",2002,56.752,12926707,896.2260153
"Mauritania","Africa",2002,62.247,2828858,1579.019543
"Eritrea","Africa",1987,46.453,2915959,521.1341333
"Norway","Europe",1977,75.37,4043205,23311.34939
"Jamaica","Americas",1992,71.766,2378618,7404.923685
"Croatia","Europe",1977,70.64,4318673,11305.38517
"Sudan","Africa",1962,40.87,11183227,1959.593767
"Mauritius","Africa",1982,66.711,992040,3688.037739
"Eritrea","Africa",2002,55.24,4414865,765.3500015
"Germany","Europe",1992,76.07,80597764,26505.30317
"Korea, Dem. Rep.","Asia",2002,66.662,22215365,1646.758151
"Mauritania","Africa",1987,56.145,1841240,1421.603576
"Greece","Europe",1982,75.24,9786480,15268.42089
"Algeria","Africa",1967,51.407,12760499,3246.991771
"Australia","Oceania",2007,81.235,20434176,34435.36744
"Brazil","Americas",1952,50.917,56602560,2108.944355
"Philippines","Asia",1962,54.757,30325264,1649.552153
"Syria","Asia",1962,50.305,4834621,2193.037133
"Congo, Dem. Rep.","Africa",2002,44.966,55379852,241.1658765
"Nepal","Asia",1967,41.472,11261690,676.4422254
"Sudan","Africa",1952,38.635,8504667,1615.991129
"France","Europe",1987,76.34,55630100,22066.44214
"Taiwan","Asia",1972,69.39,15226039,4062.523897
"Malawi","Africa",1997,47.495,10419991,692.2758103
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239
"Morocco","Africa",1977,55.73,18396941,2370.619976
"Venezuela","Americas",2007,73.747,26084662,11415.80569
"Mexico","Americas",1952,50.789,30144317,3478.125529
"Angola","Africa",1967,35.985,5247469,5522.776375
"Cambodia","Asia",1957,41.366,5322536,434.0383364
"South Africa","Africa",1952,45.009,14264935,4725.295531
"Benin","Africa",1962,42.618,2151895,949.4990641
"Congo, Dem. Rep.","Africa",1982,47.784,30646495,673.7478181
"Ecuador","Americas",1977,61.31,7278866,6679.62326
"Ireland","Europe",1952,66.91,2952156,5210.280328
"Colombia","Americas",1982,66.653,27764644,4397.575659
"Gambia","Africa",1982,45.58,715523,835.8096108
"Myanmar","Asia",1972,53.07,28466390,357
"Chad","Africa",1982,49.517,4875118,797.9081006
"Equatorial Guinea","Africa",1987,45.664,341244,966.8968149
"Costa Rica","Americas",1982,73.45,2424367,5262.734751
"Serbia","Europe",2002,73.213,10111559,7236.075251
"France","Europe",2007,80.657,61083916,30470.0167
"Malawi","Africa",1972,41.766,4730997,584.6219709
"Uganda","Africa",1972,51.016,10190285,950.735869
"Japan","Asia",1982,77.11,118454974,19384.10571
"Ghana","Africa",1962,46.452,7355248,1190.041118
"Burkina Faso","Africa",1967,40.697,5127935,794.8265597
"Ethiopia","Africa",1992,48.091,52088559,421.3534653
"Honduras","Americas",1967,50.924,2500689,2538.269358
"Dominican Republic","Americas",1977,61.788,5302800,2681.9889
"Hungary","Europe",1957,66.41,9839000,6040.180011
"Korea, Rep.","Asia",2002,77.045,47969150,19233.98818
"Poland","Europe",1957,65.77,28235346,4734.253019
"Libya","Africa",1987,66.234,3799845,11770.5898
"Djibouti","Africa",1992,51.604,384156,2377.156192
"Indonesia","Asia",1972,49.203,121282000,1111.107907
"Italy","Europe",1967,71.06,52667100,10022.40131
"Slovak Republic","Europe",1962,70.33,4237384,7481.107598
"Brazil","Americas",1977,61.489,114313951,6660.118654
"Gambia","Africa",1997,55.861,1235767,653.7301704
"Kenya","Africa",1962,47.949,8678557,896.9663732
"Mexico","Americas",1987,69.498,80122492,8688.156003
"Hong Kong, China","Asia",1997,80,6495918,28377.63219
"Switzerland","Europe",1972,73.78,6401400,27195.11304
"Zambia","Africa",2002,39.193,10595811,1071.613938
"Uruguay","Americas",1982,70.805,2953997,6920.223051
"Australia","Oceania",1982,74.74,15184200,19477.00928
"Honduras","Americas",1982,60.909,3669448,3121.760794
"Bahrain","Asia",1977,65.593,297410,19340.10196
"Canada","Americas",1967,72.13,20819767,16076.58803
"Malawi","Africa",1987,47.457,7824747,635.5173634
"Slovenia","Europe",1982,71.063,1861252,17866.72175
"Vietnam","Asia",1967,47.838,39463910,637.1232887
"Senegal","Africa",1952,37.278,2755589,1450.356983
"Oman","Asia",1972,52.143,829050,10618.03855
"Albania","Europe",1987,72,3075321,3738.932735
"Dominican Republic","Americas",2002,70.847,8650322,4563.808154
"Bulgaria","Europe",1962,69.51,8012946,4254.337839
"West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082
"Benin","Africa",1997,54.777,6066080,1232.975292
"Japan","Asia",1992,79.36,124329269,26824.89511
"Nepal","Asia",1957,37.686,9682338,597.9363558
"Netherlands","Europe",1977,75.24,13852989,21209.0592
"Central African Republic","Africa",1997,46.066,3696513,740.5063317
"Guatemala","Americas",1987,60.782,7326406,4246.485974
"Liberia","Africa",1967,41.536,1279406,713.6036483
"El Salvador","Americas",1992,66.798,5274649,4444.2317
"Swaziland","Africa",1987,57.678,779348,3984.839812
"Senegal","Africa",1982,52.379,6147783,1518.479984
"Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293
"Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673
"Algeria","Africa",2002,70.994,31287142,5288.040382
"Malawi","Africa",2002,45.009,11824495,665.4231186
"Sierra Leone","Africa",1992,38.333,4260884,1068.696278
"New Zealand","Oceania",1962,71.24,2488550,13175.678
"Congo, Rep.","Africa",1957,45.053,940458,2315.056572
"Singapore","Asia",1957,63.179,1445929,2843.104409
"Belgium","Europe",1957,69.24,8989111,9714.960623
"United Kingdom","Europe",2002,78.471,59912431,29478.99919
"Netherlands","Europe",1982,76.05,14310401,21399.46046
"Mozambique","Africa",1982,42.795,12587223,462.2114149
"Ireland","Europe",2007,78.885,4109086,40675.99635
"Central African Republic","Africa",1982,48.295,2476971,956.7529907
"Uganda","Africa",2007,51.542,29170398,1056.380121
"Bulgaria","Europe",1952,59.6,7274900,2444.286648
"Slovenia","Europe",1972,69.82,1694510,12383.4862
"Canada","Americas",1952,68.75,14785584,11367.16112
"Argentina","Americas",1992,71.868,33958947,9308.41871
"Jamaica","Americas",1982,71.21,2298309,6068.05135
"Hong Kong, China","Asia",1967,70,3722800,6197.962814
"Zimbabwe","Africa",1967,53.995,4995432,569.7950712
"Thailand","Asia",1952,50.848,21289402,757.7974177
"Morocco","Africa",1982,59.65,20198730,2702.620356
"Argentina","Americas",1982,69.942,29341374,8997.897412
"Mauritania","Africa",1982,53.599,1622136,1481.150189
"Argentina","Americas",1952,62.485,17876956,5911.315053
"Ireland","Europe",1987,74.36,3539900,13872.86652
"Bahrain","Asia",1952,50.939,120447,9867.084765
"Dominican Republic","Americas",1962,53.459,3453434,1662.137359
"Burundi","Africa",1972,44.057,3529983,464.0995039
"Bangladesh","Asia",1957,39.348,51365468,661.6374577
"Netherlands","Europe",1952,72.13,10381988,8941.571858
"Romania","Europe",1957,64.1,17829327,3943.370225
"Iceland","Europe",1987,77.23,244676,26923.20628
"Sudan","Africa",1992,53.556,28227588,1492.197043
"Bulgaria","Europe",1987,71.34,8971958,8239.854824
"Somalia","Africa",1992,39.658,6099799,926.9602964
"Senegal","Africa",1992,58.196,8307920,1367.899369
"Bolivia","Americas",1987,57.251,6156369,2753.69149
"Somalia","Africa",1952,32.978,2526994,1135.749842
"Ethiopia","Africa",2007,52.947,76511887,690.8055759
"Bosnia and Herzegovina","Europe",1977,69.86,4086000,3528.481305
"Sudan","Africa",1957,39.624,9753392,1770.337074
"Netherlands","Europe",2002,78.53,16122830,33724.75778
"Benin","Africa",1992,53.919,4981671,1191.207681
"Czech Republic","Europe",1962,69.9,9620282,10136.86713
"Portugal","Europe",1952,59.82,8526050,3068.319867
"Panama","Americas",1977,68.681,1839782,5351.912144
"Mauritius","Africa",1972,62.944,851334,2575.484158
"Somalia","Africa",1967,38.977,3428839,1284.73318
"United Kingdom","Europe",1997,77.218,58808266,26074.53136
"West Bank and Gaza","Asia",1952,43.16,1030585,1515.592329
"Italy","Europe",1972,72.19,54365564,12269.27378
"Malaysia","Asia",1962,55.737,8906385,2036.884944
"Poland","Europe",2002,74.67,38625976,12002.23908
"Cameroon","Africa",1972,47.049,7021028,1684.146528
"Argentina","Americas",1962,65.142,21283783,7133.166023
"Congo, Dem. Rep.","Africa",1977,47.804,26480870,795.757282
"Jordan","Asia",1957,45.669,746559,1886.080591
"Syria","Asia",1972,57.296,6701172,2571.423014
"China","Asia",1952,44,556263528,400.4486107
"Iran","Asia",1957,47.181,19792000,3290.257643
"Brazil","Americas",1992,67.057,155975974,6950.283021
"Denmark","Europe",1952,70.78,4334000,9692.385245
"Colombia","Americas",2007,72.889,44227550,7006.580419
"Iran","Asia",1987,63.04,51889696,6642.881371
"Romania","Europe",2007,72.476,22276056,10808.47561
"Iraq","Asia",1967,54.459,8519282,8931.459811
"Sierra Leone","Africa",1967,34.113,2662190,1206.043465
"Jamaica","Americas",1987,71.77,2326606,6351.237495
"Romania","Europe",1987,69.53,22686371,9696.273295
"Reunion","Africa",2007,76.442,798094,7670.122558
"Philippines","Asia",1972,58.065,40850141,1989.37407
"Venezuela","Americas",1977,67.456,13503563,13143.95095
"Gabon","Africa",1982,56.564,753874,15113.36194
"Eritrea","Africa",1962,40.158,1666618,380.9958433
"Paraguay","Americas",1992,68.225,4483945,4196.411078
"Tanzania","Africa",1982,50.608,19844382,874.2426069
"Canada","Americas",1972,72.88,22284500,18970.57086
"Bangladesh","Asia",2007,64.062,150448339,1391.253792
"Brazil","Americas",1972,59.504,100840058,4985.711467
"Norway","Europe",1962,73.47,3638919,13450.40151
"Iraq","Asia",1982,62.038,14173318,14517.90711
"Myanmar","Asia",1952,36.319,20092996,331
"Croatia","Europe",1987,71.52,4484310,13822.58394
"Nigeria","Africa",1952,36.324,33119096,1077.281856
