"country","continent","year","lifeExp","pop","gdpPercap"
"Chile","Americas",1977,67.052,10599793,4756.763836
"Chile","Americas",1982,70.565,11487112,5095.665738
"Chile","Americas",1987,72.492,12463354,5547.063754
"China","Asia",1972,63.11888,862030000,676.9000921
"China","Asia",1977,63.96736,943455000,741.2374699
"China","Asia",1982,65.525,1000281000,962.4213805
"China","Asia",1987,67.274,1084035000,1378.904018
"Colombia","Americas",1972,61.623,22542890,3264.660041
"Colombia","Americas",1977,63.837,25094412,3815.80787
"Colombia","Americas",1982,66.653,27764644,4397.575659
"Colombia","Americas",1987,67.768,30964245,4903.2191
"Comoros","Africa",1972,48.944,250027,1937.577675
"Comoros","Africa",1977,50.939,304739,1172.603047
"Comoros","Africa",1982,52.933,348643,1267.100083
"Comoros","Africa",1987,54.926,395114,1315.980812
"Congo, Dem. Rep.","Africa",1972,45.989,23007669,904.8960685
"Congo, Dem. Rep.","Africa",1977,47.804,26480870,795.757282
"Congo, Dem. Rep.","Africa",1982,47.784,30646495,673.7478181
"Congo, Dem. Rep.","Africa",1987,47.412,35481645,672.774812
"Congo, Rep.","Africa",1972,54.907,1340458,3213.152683
"Congo, Rep.","Africa",1977,55.625,1536769,3259.178978
"Congo, Rep.","Africa",1982,56.695,1774735,4879.507522
"Congo, Rep.","Africa",1987,57.47,2064095,4201.194937
"Costa Rica","Americas",1972,67.849,1834796,5118.146939
"Costa Rica","Americas",1977,70.75,2108457,5926.876967
"Costa Rica","Americas",1982,73.45,2424367,5262.734751
"Costa Rica","Americas",1987,74.752,2799811,5629.915318
"Cote d'Ivoire","Africa",1972,49.801,6071696,2378.201111
"Cote d'Ivoire","Africa",1977,52.374,7459574,2517.736547
"Cote d'Ivoire","Africa",1982,53.983,9025951,2602.710169
"Cote d'Ivoire","Africa",1987,54.655,10761098,2156.956069
"Croatia","Europe",1972,69.61,4225310,9164.090127
"Croatia","Europe",1977,70.64,4318673,11305.38517
"Croatia","Europe",1982,70.46,4413368,13221.82184
"Croatia","Europe",1987,71.52,4484310,13822.58394
"Cuba","Americas",1972,70.723,8831348,5305.445256
"Cuba","Americas",1977,72.649,9537988,6380.494966
"Cuba","Americas",1982,73.717,9789224,7316.918107
"Cuba","Americas",1987,74.174,10239839,7532.924763
"Czech Republic","Europe",1972,70.29,9862158,13108.4536
"Czech Republic","Europe",1977,70.71,10161915,14800.16062
"Czech Republic","Europe",1982,70.96,10303704,15377.22855
"Czech Republic","Europe",1987,71.58,10311597,16310.4434
"Denmark","Europe",1972,73.47,4991596,18866.20721
"Denmark","Europe",1977,74.69,5088419,20422.9015
"Denmark","Europe",1982,74.63,5117810,21688.04048
"Denmark","Europe",1987,74.8,5127024,25116.17581
"Djibouti","Africa",1972,44.366,178848,3694.212352
"Djibouti","Africa",1977,46.519,228694,3081.761022
"Djibouti","Africa",1982,48.812,305991,2879.468067
"Djibouti","Africa",1987,50.04,311025,2880.102568
"Dominican Republic","Americas",1972,59.631,4671329,2189.874499
"Dominican Republic","Americas",1977,61.788,5302800,2681.9889
"Dominican Republic","Americas",1982,63.727,5968349,2861.092386
"Dominican Republic","Americas",1987,66.046,6655297,2899.842175
"Ecuador","Americas",1972,58.796,6298651,5280.99471
"Ecuador","Americas",1977,61.31,7278866,6679.62326
"Ecuador","Americas",1982,64.342,8365850,7213.791267
"Ecuador","Americas",1987,67.231,9545158,6481.776993
"Egypt","Africa",1972,51.137,34807417,2024.008147
"Egypt","Africa",1977,53.319,38783863,2785.493582
"Egypt","Africa",1982,56.006,45681811,3503.729636
"Egypt","Africa",1987,59.797,52799062,3885.46071
"El Salvador","Americas",1972,58.207,3790903,4520.246008
"El Salvador","Americas",1977,56.696,4282586,5138.922374
"El Salvador","Americas",1982,56.604,4474873,4098.344175
"El Salvador","Americas",1987,63.154,4842194,4140.442097
"Equatorial Guinea","Africa",1972,40.516,277603,672.4122571
"Equatorial Guinea","Africa",1977,42.024,192675,958.5668124
"Equatorial Guinea","Africa",1982,43.662,285483,927.8253427
"Equatorial Guinea","Africa",1987,45.664,341244,966.8968149
"Eritrea","Africa",1972,44.142,2260187,514.3242082
"Eritrea","Africa",1977,44.535,2512642,505.7538077
"Eritrea","Africa",1982,43.89,2637297,524.8758493
"Eritrea","Africa",1987,46.453,2915959,521.1341333
"Ethiopia","Africa",1972,43.515,30770372,566.2439442
"Ethiopia","Africa",1977,44.51,34617799,556.8083834
"Ethiopia","Africa",1982,44.916,38111756,577.8607471
"Ethiopia","Africa",1987,46.684,42999530,573.7413142
"Finland","Europe",1972,70.87,4639657,14358.8759
"Finland","Europe",1977,72.52,4738902,15605.42283
"Finland","Europe",1982,74.55,4826933,18533.15761
"Finland","Europe",1987,74.83,4931729,21141.01223
"France","Europe",1972,72.38,51732000,16107.19171
"France","Europe",1977,73.83,53165019,18292.63514
"France","Europe",1982,74.89,54433565,20293.89746
"France","Europe",1987,76.34,55630100,22066.44214
"Gabon","Africa",1972,48.69,537977,11401.94841
"Gabon","Africa",1977,52.79,706367,21745.57328
"Gabon","Africa",1982,56.564,753874,15113.36194
"Gabon","Africa",1987,60.19,880397,11864.40844
"Gambia","Africa",1972,38.308,517101,756.0868363
"Gambia","Africa",1977,41.842,608274,884.7552507
"Gambia","Africa",1982,45.58,715523,835.8096108
"Gambia","Africa",1987,49.265,848406,611.6588611
"Germany","Europe",1972,71,78717088,18016.18027
"Germany","Europe",1977,72.5,78160773,20512.92123
"Germany","Europe",1982,73.8,78335266,22031.53274
"Germany","Europe",1987,74.847,77718298,24639.18566
"Ghana","Africa",1972,49.875,9354120,1178.223708
"Ghana","Africa",1977,51.756,10538093,993.2239571
"Ghana","Africa",1982,53.744,11400338,876.032569
"Ghana","Africa",1987,55.729,14168101,847.0061135
"Greece","Europe",1972,72.34,8888628,12724.82957
"Greece","Europe",1977,73.68,9308479,14195.52428
"Greece","Europe",1982,75.24,9786480,15268.42089
"Greece","Europe",1987,76.67,9974490,16120.52839
"Guatemala","Americas",1972,53.738,5149581,4031.408271
"Guatemala","Americas",1977,56.029,5703430,4879.992748
"Guatemala","Americas",1982,58.137,6395630,4820.49479
"Guatemala","Americas",1987,60.782,7326406,4246.485974
"Guinea","Africa",1972,38.842,3811387,741.6662307
"Guinea","Africa",1977,40.762,4227026,874.6858643
"Guinea","Africa",1982,42.891,4710497,857.2503577
"Guinea","Africa",1987,45.552,5650262,805.5724718
"Guinea-Bissau","Africa",1972,36.486,625361,820.2245876
"Guinea-Bissau","Africa",1977,37.465,745228,764.7259628
"Guinea-Bissau","Africa",1982,39.327,825987,838.1239671
"Guinea-Bissau","Africa",1987,41.245,927524,736.4153921
"Haiti","Americas",1972,48.042,4698301,1654.456946
"Haiti","Americas",1977,49.923,4908554,1874.298931
"Haiti","Americas",1982,51.461,5198399,2011.159549
"Haiti","Americas",1987,53.636,5756203,1823.015995
"Honduras","Americas",1972,53.884,2965146,2529.842345
"Honduras","Americas",1977,57.402,3055235,3203.208066
"Honduras","Americas",1982,60.909,3669448,3121.760794
"Honduras","Americas",1987,64.492,4372203,3023.096699
"Hong Kong, China","Asia",1972,72,4115700,8315.928145
"Hong Kong, China","Asia",1977,73.6,4583700,11186.14125
"Hong Kong, China","Asia",1982,75.45,5264500,14560.53051
"Hong Kong, China","Asia",1987,76.2,5584510,20038.47269
"Hungary","Europe",1972,69.76,10394091,10168.65611
"Hungary","Europe",1977,69.95,10637171,11674.83737
"Hungary","Europe",1982,69.39,10705535,12545.99066
"Hungary","Europe",1987,69.58,10612740,12986.47998
"Iceland","Europe",1972,74.46,209275,15798.06362
"Iceland","Europe",1977,76.11,221823,19654.96247
"Iceland","Europe",1982,76.99,233997,23269.6075
"Iceland","Europe",1987,77.23,244676,26923.20628
"India","Asia",1972,50.651,5.67e+08,724.032527
"India","Asia",1977,54.208,6.34e+08,813.337323
"India","Asia",1982,56.596,7.08e+08,855.7235377
"India","Asia",1987,58.553,7.88e+08,976.5126756
"Indonesia","Asia",1972,49.203,121282000,1111.107907
"Indonesia","Asia",1977,52.702,136725000,1382.702056
"Indonesia","Asia",1982,56.159,153343000,1516.872988
"Indonesia","Asia",1987,60.137,169276000,1748.356961
"Iran","Asia",1972,55.234,30614000,9613.818607
"Iran","Asia",1977,57.702,35480679,11888.59508
"Iran","Asia",1982,59.62,43072751,7608.334602
"Iran","Asia",1987,63.04,51889696,6642.881371
"Iraq","Asia",1972,56.95,10061506,9576.037596
"Iraq","Asia",1977,60.413,11882916,14688.23507
"Iraq","Asia",1982,62.038,14173318,14517.90711
"Iraq","Asia",1987,65.044,16543189,11643.57268
"Ireland","Europe",1972,71.28,3024400,9530.772896
"Ireland","Europe",1977,72.03,3271900,11150.98113
"Ireland","Europe",1982,73.1,3480000,12618.32141
"Ireland","Europe",1987,74.36,3539900,13872.86652
"Israel","Asia",1972,71.63,3095893,12786.93223
"Israel","Asia",1977,73.06,3495918,13306.61921
"Israel","Asia",1982,74.45,3858421,15367.0292
"Israel","Asia",1987,75.6,4203148,17122.47986
"Italy","Europe",1972,72.19,54365564,12269.27378
"Italy","Europe",1977,73.48,56059245,14255.98475
"Italy","Europe",1982,74.98,56535636,16537.4835
"Italy","Europe",1987,76.42,56729703,19207.23482
"Jamaica","Americas",1972,69,1997616,7433.889293
"Jamaica","Americas",1977,70.11,2156814,6650.195573
"Jamaica","Americas",1982,71.21,2298309,6068.05135
"Jamaica","Americas",1987,71.77,2326606,6351.237495
"Japan","Asia",1972,73.42,107188273,14778.78636
"Japan","Asia",1977,75.38,113872473,16610.37701
"Japan","Asia",1982,77.11,118454974,19384.10571
"Japan","Asia",1987,78.67,122091325,22375.94189
"Jordan","Asia",1972,56.528,1613551,2110.856309
"Jordan","Asia",1977,61.134,1937652,2852.351568
"Jordan","Asia",1982,63.739,2347031,4161.415959
"Jordan","Asia",1987,65.869,2820042,4448.679912
"Kenya","Africa",1972,53.559,12044785,1222.359968
"Kenya","Africa",1977,56.155,14500404,1267.613204
"Kenya","Africa",1982,58.766,17661452,1348.225791
"Kenya","Africa",1987,59.339,21198082,1361.936856
"Korea, Dem. Rep.","Asia",1972,63.983,14781241,3701.621503
"Korea, Dem. Rep.","Asia",1977,67.159,16325320,4106.301249
"Korea, Dem. Rep.","Asia",1982,69.1,17647518,4106.525293
"Korea, Dem. Rep.","Asia",1987,70.647,19067554,4106.492315
"Korea, Rep.","Asia",1972,62.612,33505000,3030.87665
"Korea, Rep.","Asia",1977,64.766,36436000,4657.22102
"Korea, Rep.","Asia",1982,67.123,39326000,5622.942464
"Korea, Rep.","Asia",1987,69.81,41622000,8533.088805
"Kuwait","Asia",1972,67.712,841934,109347.867
"Kuwait","Asia",1977,69.343,1140357,59265.47714
"Kuwait","Asia",1982,71.309,1497494,31354.03573
"Kuwait","Asia",1987,74.174,1891487,28118.42998
"Lebanon","Asia",1972,65.421,2680018,7486.384341
"Lebanon","Asia",1977,66.099,3115787,8659.696836
"Lebanon","Asia",1982,66.983,3086876,7640.519521
"Lebanon","Asia",1987,67.926,3089353,5377.091329
"Lesotho","Africa",1972,49.767,1116779,496.5815922
"Lesotho","Africa",1977,52.208,1251524,745.3695408
"Lesotho","Africa",1982,55.078,1411807,797.2631074
"Lesotho","Africa",1987,57.18,1599200,773.9932141
"Liberia","Africa",1972,42.614,1482628,803.0054535
"Liberia","Africa",1977,43.764,1703617,640.3224383
"Liberia","Africa",1982,44.852,1956875,572.1995694
"Liberia","Africa",1987,46.027,2269414,506.1138573
"Libya","Africa",1972,52.773,2183877,21011.49721
"Libya","Africa",1977,57.442,2721783,21951.21176
"Libya","Africa",1982,62.155,3344074,17364.27538
"Libya","Africa",1987,66.234,3799845,11770.5898
"Madagascar","Africa",1972,44.851,7082430,1748.562982
"Madagascar","Africa",1977,46.881,8007166,1544.228586
"Madagascar","Africa",1982,48.969,9171477,1302.878658
"Madagascar","Africa",1987,49.35,10568642,1155.441948
"Malawi","Africa",1972,41.766,4730997,584.6219709
"Malawi","Africa",1977,43.767,5637246,663.2236766
"Malawi","Africa",1982,45.642,6502825,632.8039209
"Malawi","Africa",1987,47.457,7824747,635.5173634
"Malaysia","Asia",1972,63.01,11441462,2849.09478
"Malaysia","Asia",1977,65.256,12845381,3827.921571
"Malaysia","Asia",1982,68,14441916,4920.355951
"Malaysia","Asia",1987,69.5,16331785,5249.802653
"Mali","Africa",1972,39.977,5828158,581.3688761
"Mali","Africa",1977,41.714,6491649,686.3952693
"Mali","Africa",1982,43.916,6998256,618.0140641
"Mali","Africa",1987,46.364,7634008,684.1715576
"Mauritania","Africa",1972,48.437,1332786,1586.851781
"Mauritania","Africa",1977,50.852,1456688,1497.492223
"Mauritania","Africa",1982,53.599,1622136,1481.150189
"Mauritania","Africa",1987,56.145,1841240,1421.603576
"Mauritius","Africa",1972,62.944,851334,2575.484158
"Mauritius","Africa",1977,64.93,913025,3710.982963
"Mauritius","Africa",1982,66.711,992040,3688.037739
"Mauritius","Africa",1987,68.74,1042663,4783.586903
"Mexico","Americas",1972,62.361,55984294,6809.40669
"Mexico","Americas",1977,65.032,63759976,7674.929108
"Mexico","Americas",1982,67.405,71640904,9611.147541
"Mexico","Americas",1987,69.498,80122492,8688.156003
"Mongolia","Asia",1972,53.754,1320500,1421.741975
"Mongolia","Asia",1977,55.491,1528000,1647.511665
"Mongolia","Asia",1982,57.489,1756032,2000.603139
"Mongolia","Asia",1987,60.222,2015133,2338.008304
"Montenegro","Europe",1972,70.636,527678,7778.414017
"Montenegro","Europe",1977,73.066,560073,9595.929905
"Montenegro","Europe",1982,74.101,562548,11222.58762
"Montenegro","Europe",1987,74.865,569473,11732.51017
"Morocco","Africa",1972,52.862,16660670,1930.194975
"Morocco","Africa",1977,55.73,18396941,2370.619976
"Morocco","Africa",1982,59.65,20198730,2702.620356
"Morocco","Africa",1987,62.677,22987397,2755.046991
"Mozambique","Africa",1972,40.328,9809596,724.9178037
"Mozambique","Africa",1977,42.495,11127868,502.3197334
"Mozambique","Africa",1982,42.795,12587223,462.2114149
"Mozambique","Africa",1987,42.861,12891952,389.8761846
"Myanmar","Asia",1972,53.07,28466390,357
"Myanmar","Asia",1977,56.059,31528087,371
"Myanmar","Asia",1982,58.056,34680442,424
"Myanmar","Asia",1987,58.339,38028578,385
"Namibia","Africa",1972,53.867,821782,3746.080948
"Namibia","Africa",1977,56.437,977026,3876.485958
"Namibia","Africa",1982,58.968,1099010,4191.100511
"Namibia","Africa",1987,60.835,1278184,3693.731337
"Nepal","Asia",1972,43.971,12412593,674.7881296
"Nepal","Asia",1977,46.748,13933198,694.1124398
"Nepal","Asia",1982,49.594,15796314,718.3730947
"Nepal","Asia",1987,52.537,17917180,775.6324501
"Netherlands","Europe",1972,73.75,13329874,18794.74567
"Netherlands","Europe",1977,75.24,13852989,21209.0592
"Netherlands","Europe",1982,76.05,14310401,21399.46046
"Netherlands","Europe",1987,76.83,14665278,23651.32361
"New Zealand","Oceania",1972,71.89,2929100,16046.03728
"New Zealand","Oceania",1977,72.22,3164900,16233.7177
"New Zealand","Oceania",1982,73.84,3210650,17632.4104
"New Zealand","Oceania",1987,74.32,3317166,19007.19129
"Nicaragua","Americas",1972,55.151,2182908,4688.593267
"Nicaragua","Americas",1977,57.47,2554598,5486.371089
"Nicaragua","Americas",1982,59.298,2979423,3470.338156
"Nicaragua","Americas",1987,62.008,3344353,2955.984375
"Niger","Africa",1972,40.546,5060262,954.2092363
"Niger","Africa",1977,41.291,5682086,808.8970728
"Niger","Africa",1982,42.598,6437188,909.7221354
"Niger","Africa",1987,44.555,7332638,668.3000228
"Nigeria","Africa",1972,42.821,53740085,1698.388838
"Nigeria","Africa",1977,44.514,62209173,1981.951806
"Nigeria","Africa",1982,45.826,73039376,1576.97375
"Nigeria","Africa",1987,46.886,81551520,1385.029563
"Norway","Europe",1972,74.34,3933004,18965.05551
"Norway","Europe",1977,75.37,4043205,23311.34939
"Norway","Europe",1982,75.97,4114787,26298.63531
"Norway","Europe",1987,75.89,4186147,31540.9748
"Oman","Asia",1972,52.143,829050,10618.03855
"Oman","Asia",1977,57.367,1004533,11848.34392
"Oman","Asia",1982,62.728,1301048,12954.79101
"Oman","Asia",1987,67.734,1593882,18115.22313
"Pakistan","Asia",1972,51.929,69325921,1049.938981
"Pakistan","Asia",1977,54.043,78152686,1175.921193
"Pakistan","Asia",1982,56.158,91462088,1443.429832
"Pakistan","Asia",1987,58.245,105186881,1704.686583
"Panama","Americas",1972,66.216,1616384,5364.249663
"Panama","Americas",1977,68.681,1839782,5351.912144
"Panama","Americas",1982,70.472,2036305,7009.601598
"Panama","Americas",1987,71.523,2253639,7034.779161
"Paraguay","Americas",1972,65.815,2614104,2523.337977
"Paraguay","Americas",1977,66.353,2984494,3248.373311
"Paraguay","Americas",1982,66.874,3366439,4258.503604
"Paraguay","Americas",1987,67.378,3886512,3998.875695
"Peru","Americas",1972,55.448,13954700,5937.827283
"Peru","Americas",1977,58.447,15990099,6281.290855
"Peru","Americas",1982,61.406,18125129,6434.501797
"Peru","Americas",1987,64.134,20195924,6360.943444
"Philippines","Asia",1972,58.065,40850141,1989.37407
"Philippines","Asia",1977,60.06,46850962,2373.204287
"Philippines","Asia",1982,62.082,53456774,2603.273765
"Philippines","Asia",1987,64.151,60017788,2189.634995
"Poland","Europe",1972,70.85,33039545,8006.506993
"Poland","Europe",1977,70.67,34621254,9508.141454
"Poland","Europe",1982,71.32,36227381,8451.531004
"Poland","Europe",1987,70.98,37740710,9082.351172
"Portugal","Europe",1972,69.26,8970450,9022.247417
"Portugal","Europe",1977,70.41,9662600,10172.48572
"Portugal","Europe",1982,72.77,9859650,11753.84291
"Portugal","Europe",1987,74.06,9915289,13039.30876
"Puerto Rico","Americas",1972,72.16,2847132,9123.041742
"Puerto Rico","Americas",1977,73.44,3080828,9770.524921
"Puerto Rico","Americas",1982,73.75,3279001,10330.98915
"Puerto Rico","Americas",1987,74.63,3444468,12281.34191
"Reunion","Africa",1972,64.274,461633,5047.658563
"Reunion","Africa",1977,67.064,492095,4319.804067
"Reunion","Africa",1982,69.885,517810,5267.219353
"Reunion","Africa",1987,71.913,562035,5303.377488
"Romania","Europe",1972,69.21,20662648,8011.414402
"Romania","Europe",1977,69.46,21658597,9356.39724
"Romania","Europe",1982,69.66,22356726,9605.314053
"Romania","Europe",1987,69.53,22686371,9696.273295
"Rwanda","Africa",1972,44.6,3992121,590.5806638
"Rwanda","Africa",1977,45,4657072,670.0806011
"Rwanda","Africa",1982,46.218,5507565,881.5706467
"Rwanda","Africa",1987,44.02,6349365,847.991217
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457
"Saudi Arabia","Asia",1972,53.886,6472756,24837.42865
"Saudi Arabia","Asia",1977,58.69,8128505,34167.7626
"Saudi Arabia","Asia",1982,63.012,11254672,33693.17525
"Saudi Arabia","Asia",1987,66.295,14619745,21198.26136
"Senegal","Africa",1972,45.815,4588696,1597.712056
"Senegal","Africa",1977,48.879,5260855,1561.769116
"Senegal","Africa",1982,52.379,6147783,1518.479984
"Senegal","Africa",1987,55.769,7171347,1441.72072
"Serbia","Europe",1972,68.7,8313288,10522.06749
"Serbia","Europe",1977,70.3,8686367,12980.66956
"Serbia","Europe",1982,70.162,9032824,15181.0927
"Serbia","Europe",1987,71.218,9230783,15870.87851
"Sierra Leone","Africa",1972,35.4,2879013,1353.759762
"Sierra Leone","Africa",1977,36.788,3140897,1348.285159
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788
"Singapore","Asia",1972,69.521,2152400,8597.756202
"Singapore","Asia",1977,70.795,2325300,11210.08948
"Singapore","Asia",1982,71.76,2651869,15169.16112
"Singapore","Asia",1987,73.56,2794552,18861.53081
"Slovak Republic","Europe",1972,70.35,4593433,9674.167626
"Slovak Republic","Europe",1977,70.45,4827803,10922.66404
"Slovak Republic","Europe",1982,70.8,5048043,11348.54585
"Slovak Republic","Europe",1987,71.08,5199318,12037.26758
"Slovenia","Europe",1972,69.82,1694510,12383.4862
"Slovenia","Europe",1977,70.97,1746919,15277.03017
"Slovenia","Europe",1982,71.063,1861252,17866.72175
"Slovenia","Europe",1987,72.25,1945870,18678.53492
"Somalia","Africa",1972,40.973,3840161,1254.576127
"Somalia","Africa",1977,41.974,4353666,1450.992513
"Somalia","Africa",1982,42.955,5828892,1176.807031
"Somalia","Africa",1987,44.501,6921858,1093.244963
"South Africa","Africa",1972,53.696,23935810,7765.962636
"South Africa","Africa",1977,55.527,27129932,8028.651439
"South Africa","Africa",1982,58.161,31140029,8568.266228
"South Africa","Africa",1987,60.834,35933379,7825.823398
"Spain","Europe",1972,73.06,34513161,10638.75131
"Spain","Europe",1977,74.39,36439000,13236.92117
"Spain","Europe",1982,76.3,37983310,13926.16997
"Spain","Europe",1987,76.9,38880702,15764.98313
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"Sri Lanka","Asia",1977,65.949,14116836,1348.775651
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"Sudan","Africa",1972,45.083,14597019,1659.652775
"Sudan","Africa",1977,47.8,17104986,2202.988423
"Sudan","Africa",1982,50.338,20367053,1895.544073
"Sudan","Africa",1987,51.744,24725960,1507.819159
"Swaziland","Africa",1972,49.552,480105,3364.836625
"Swaziland","Africa",1977,52.537,551425,3781.410618
"Swaziland","Africa",1982,55.561,649901,3895.384018
"Swaziland","Africa",1987,57.678,779348,3984.839812
"Sweden","Europe",1972,74.72,8122293,17832.02464
"Sweden","Europe",1977,75.44,8251648,18855.72521
"Sweden","Europe",1982,76.42,8325260,20667.38125
"Sweden","Europe",1987,77.19,8421403,23586.92927
"Switzerland","Europe",1972,73.78,6401400,27195.11304
"Switzerland","Europe",1977,75.39,6316424,26982.29052
"Switzerland","Europe",1982,76.21,6468126,28397.71512
"Switzerland","Europe",1987,77.41,6649942,30281.70459
"Syria","Asia",1972,57.296,6701172,2571.423014
"Syria","Asia",1977,61.195,7932503,3195.484582
"Syria","Asia",1982,64.59,9410494,3761.837715
"Syria","Asia",1987,66.974,11242847,3116.774285
"Taiwan","Asia",1972,69.39,15226039,4062.523897
"Taiwan","Asia",1977,70.59,16785196,5596.519826
"Taiwan","Asia",1982,72.16,18501390,7426.354774
"Taiwan","Asia",1987,73.4,19757799,11054.56175
"Tanzania","Africa",1972,47.62,14706593,915.9850592
